year,id,pref_jp,pref_en,a_len,pop,im_rate,em_rate,did,treat,income,cult,college,jcollege,spec,hedu,gexp,start,gap,pre11,pre10,pre9,pre8,pre7,pre6,pre5,pre4,pre3,pre2,pre1,current,post1,post2,post3,post4,post5,post6,post7,post8,post9
2013,3,岩 手 県,Iwate-ken,289.4,130,1.43,1.62,0,0,2698,19901.3,0.39,0.39,2.55,3.33,1652.2,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,宮 城 県,Miyagi-ken,144.9,233,2.2,2,0,0,2857,19746.2,0.6,0.17,2.79,3.56,1471.4,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,秋 田 県,Akita-ken,203.2,105,1.14,1.58,0,0,2463,24962.1,0.67,0.48,2.38,3.53,1166.3,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6,山 形 県,Yamagata-ken,162.7,114,1.18,1.54,0,0,2629,22869.6,0.44,0.26,1.93,2.63,1002.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,福 島 県,Fukushima-ken,348.1,195,1.32,1.59,0,0,2787,14969.3,0.41,0.26,2.83,3.5,1584.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,8,茨 城 県,Ibaraki-ken,192.7,293,1.53,1.7,0,0,3138,16760.2,0.31,0.1,2.25,2.66,771.6,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,9,栃 木 県,Tochigi-ken,173,199,1.55,1.63,0,0,3255,19506.7,0.45,0.3,2.92,3.67,782.1,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,群 馬 県,Gumma-ken,177.8,198,1.36,1.48,0,0,3054,12803,0.66,0.45,3.48,4.59,789.2,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,埼 玉 県,Saitama-ken,138.5,722,2.19,2.03,0,0,2859,10650.1,0.4,0.18,1.5,2.08,553.6,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,千 葉 県,Chiba-ken,127.4,619,2.21,2.17,0,0,3019,17323.2,0.45,0.16,1.58,2.19,598.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,13,東 京 都,Tokyo-to,49.3,1330,3.07,2.54,0,0,4508,5649.3,1.05,0.32,3.11,4.48,826.1,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,14,神奈川県,Kanagawa-ken,50.9,908,2.29,2.15,0,0,2972,7143.9,0.32,0.18,1.21,1.71,580.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,15,新 潟 県,Niigata-ken,379.5,233,0.97,1.19,0,1,2767,18745.9,0.77,0.21,3.35,4.33,1020.8,2015,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,16,富 山 県,Toyama-ken,133.2,108,1.13,1.26,0,1,3159,19943.3,0.46,0.19,2.97,3.62,971.6,2015,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,17,石 川 県,Ishikawa-ken,67,116,1.54,1.6,0,1,2972,16167.5,1.04,0.43,3.02,4.49,944.4,2015,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,18,福 井 県,Fukui-ken,119.9,80,1.07,1.33,0,0,2845,14787.6,0.5,0.38,2.77,3.65,1070.1,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19,山 梨 県,Yamanashi-ken,139.9,85,1.46,1.74,0,0,2918,6656.7,0.83,0.35,2.72,3.9,1054,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,20,長 野 県,Nagano-ken,316.5,212,1.25,1.37,0,1,2714,9410.5,0.38,0.42,2.92,3.72,883.2,2015,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
